Alloy,Finish,Length_m,Weight_kg_m,Profile_Name,Tolerances,GD_T,Order_Quantity,LME_Price_EUR,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date
Aluminium,electroplated,34.7,1.173,Karmlist,0.076,high,84427,3.83,micro,11.0,3.24,2025-05-16
Iron,phosphated,26.4,1.653,Karmlist,0.121,medium,107077,3.14,micro,7.0,2.84,2025-05-20
Nickel,anodized,24.0,1.444,Clipsprofil,0.161,low,32753,3.91,large,3.0,4.15,2025-02-10
Copper,hot-dip galvanized,27.2,1.554,Kantskydd,0.071,high,107732,3.83,micro,8.0,2.83,2025-10-09
Aluminium,plasma sprayed,34.9,1.251,Droppnäsa,0.116,high,155172,3.1,large,,1.99,2025-02-19
Iron,electroplated,23.5,1.411,Ramlist,0.122,low,119662,3.65,medium,2.0,2.62,2025-09-15
Titanium,plasma sprayed,19.7,1.063,Glashållare,0.082,low,43276,2.8,large,11.0,3.97,2025-11-07
Zinc,wet painted,32.2,1.48,Karmprofil,0.067,low,146476,3.98,large,4.0,2.14,2025-12-26
Nickel,Powder coated,34.8,1.227,Korsprofil,0.175,low,131422,3.19,small,10.0,2.41,2025-09-27
Aluminium,electroplated,18.1,1.24,Distansprofil,0.125,low,102704,3.27,micro,11.0,2.92,2025-05-14
Aluminium,hot-dip galvanized,21.3,1.429,Doldbeslag,0.052,low,114232,3.67,micro,12.0,2.71,2025-08-22
Copper,hot-dip galvanized,19.0,1.69,Kilspår,0.17,medium,129470,3.86,micro,12.0,2.44,2025-05-08
Copper,wet painted,23.8,0.896,Sidoprofil,0.197,low,110007,2.93,micro,7.0,2.79,2025-04-14
Titanium,wet painted,26.1,1.588,Ytterram,0.141,low,121947,3.6,small,,2.58,2025-09-11
Zinc,blackening,33.1,1.104,Glashållare,0.126,medium,65988,3.17,small,7.0,3.57,2025-04-05
Titanium,electroplated,30.8,1.242,Glashållare,0.182,low,119140,3.14,small,5.0,2.63,2025-12-03
Iron,plasma sprayed,30.1,0.857,T-profil,0.193,high,149406,3.65,small,9.0,2.09,2025-08-05
Iron,phosphated,23.9,1.111,Mittpost,0.163,high,140110,3.17,micro,6.0,2.26,2025-03-02
Titanium,hot-dip galvanized,35.2,1.295,Glashållare,0.117,low,137079,3.1,large,8.0,2.31,2025-09-25
